trip_id,driver_id,pickup_time,pickup_zone,drop_zone,distance_km,surge_multiplier,fare,pickup_hour,day_of_week,month
38,445,2026-01-01 09:15:00,Koramangala,Whitefield,2.26,1.0,84.0,09,4,01
39,149,2026-01-01 09:30:00,Jayanagar,Koramangala,10.1,2.0,403.0,09,4,01
40,575,2026-01-01 09:45:00,Jayanagar,Indiranagar,13.48,1.0,252.0,09,4,01
41,159,2026-01-01 10:00:00,Whitefield,Indiranagar,23.83,1.2,489.0,10,4,01
42,270,2026-01-01 10:15:00,MG Road,MG Road,23.64,1.2,486.0,10,4,01
43,576,2026-01-01 10:30:00,Koramangala,Koramangala,6.16,1.0,142.0,10,4,01
44,288,2026-01-01 10:45:00,Jayanagar,MG Road,6.26,1.0,144.0,10,4,01
45,564,2026-01-01 11:00:00,Koramangala,Koramangala,5.76,1.0,136.0,11,4,01
46,371,2026-01-01 11:15:00,Jayanagar,Jayanagar,20.15,1.0,352.0,11,4,01
47,290,2026-01-01 11:30:00,MG Road,Koramangala,2.14,1.0,82.0,11,4,01
48,546,2026-01-01 11:45:00,Jayanagar,Whitefield,4.93,1.2,149.0,11,4,01
49,275,2026-01-01 12:00:00,Jayanagar,Indiranagar,14.37,1.0,266.0,12,4,01
50,546,2026-01-01 12:15:00,Indiranagar,Jayanagar,7.69,1.0,165.0,12,4,01
51,151,2026-01-01 12:30:00,MG Road,Indiranagar,4.12,1.0,112.0,12,4,01
52,464,2026-01-01 12:45:00,Whitefield,MG Road,10.28,1.5,306.0,12,4,01
53,155,2026-01-01 13:00:00,Whitefield,Jayanagar,8.31,1.0,175.0,13,4,01
54,344,2026-01-01 13:15:00,MG Road,Whitefield,13.76,1.0,256.0,13,4,01
55,420,2026-01-01 13:30:00,Whitefield,Indiranagar,24.52,1.0,418.0,13,4,01
56,231,2026-01-01 13:45:00,MG Road,Koramangala,4.86,1.0,123.0,13,4,01
57,585,2026-01-01 14:00:00,Whitefield,Koramangala,10.57,1.2,250.0,14,4,01
58,407,2026-01-01 14:15:00,Indiranagar,Koramangala,23.44,1.2,482.0,14,4,01
59,235,2026-01-01 14:30:00,Whitefield,Jayanagar,22.17,1.2,459.0,14,4,01
60,121,2026-01-01 14:45:00,Jayanagar,Whitefield,11.07,1.0,216.0,14,4,01
61,429,2026-01-01 15:00:00,MG Road,Whitefield,18.08,2.0,642.0,15,4,01
62,267,2026-01-01 15:15:00,Koramangala,Whitefield,4.02,1.0,110.0,15,4,01
63,374,2026-01-01 15:30:00,Koramangala,Indiranagar,18.39,1.0,326.0,15,4,01
64,488,2026-01-01 15:45:00,MG Road,Jayanagar,24.38,1.0,416.0,15,4,01
65,189,2026-01-01 16:00:00,Indiranagar,Koramangala,14.36,1.0,265.0,16,4,01
66,416,2026-01-01 16:15:00,Whitefield,Indiranagar,13.47,1.0,252.0,16,4,01
67,114,2026-01-01 16:30:00,Indiranagar,Whitefield,6.31,1.0,145.0,16,4,01
68,342,2026-01-01 16:45:00,Koramangala,Koramangala,16.58,1.0,299.0,16,4,01
69,365,2026-01-01 17:00:00,MG Road,Jayanagar,15.58,1.0,284.0,17,4,01
70,446,2026-01-01 17:15:00,MG Road,MG Road,16.99,1.5,457.0,17,4,01
71,153,2026-01-01 17:30:00,Indiranagar,Whitefield,2.6,2.0,178.0,17,4,01
72,486,2026-01-01 17:45:00,Indiranagar,Whitefield,14.62,1.0,269.0,17,4,01
73,440,2026-01-01 18:00:00,Whitefield,Whitefield,15.68,1.5,428.0,18,4,01
74,192,2026-01-01 18:15:00,Jayanagar,Whitefield,6.77,1.5,227.0,18,4,01
75,467,2026-01-01 18:30:00,Jayanagar,Koramangala,6.79,2.0,304.0,18,4,01
76,544,2026-01-01 18:45:00,Whitefield,Jayanagar,8.35,1.0,175.0,18,4,01
77,555,2026-01-01 19:00:00,Jayanagar,Indiranagar,18.37,1.2,391.0,19,4,01
78,528,2026-01-01 19:15:00,Koramangala,Koramangala,15.94,1.0,289.0,19,4,01
79,364,2026-01-01 19:30:00,Jayanagar,Jayanagar,21.45,1.2,446.0,19,4,01
80,531,2026-01-01 19:45:00,Whitefield,Indiranagar,8.8,1.2,218.0,19,4,01
81,135,2026-01-01 20:00:00,Jayanagar,Whitefield,22.98,1.2,474.0,20,4,01
82,306,2026-01-01 20:15:00,MG Road,Jayanagar,19.11,1.0,337.0,20,4,01
83,181,2026-01-01 20:30:00,Indiranagar,Whitefield,11.09,1.5,325.0,20,4,01
84,520,2026-01-01 20:45:00,Koramangala,Jayanagar,4.19,1.0,113.0,20,4,01
85,150,2026-01-01 21:00:00,MG Road,MG Road,7.91,1.0,169.0,21,4,01
86,460,2026-01-01 21:15:00,MG Road,Whitefield,24.01,1.0,410.0,21,4,01
87,488,2026-01-01 21:30:00,Whitefield,Whitefield,9.14,1.5,281.0,21,4,01
88,102,2026-01-01 21:45:00,Indiranagar,Whitefield,9.59,2.0,388.0,21,4,01
89,490,2026-01-01 22:00:00,Indiranagar,Koramangala,6.36,1.2,174.0,22,4,01
90,154,2026-01-01 22:15:00,Koramangala,Indiranagar,20.56,1.0,358.0,22,4,01
91,206,2026-01-01 22:30:00,Whitefield,Whitefield,8.34,1.0,175.0,22,4,01
92,360,2026-01-01 22:45:00,Koramangala,Whitefield,9.6,1.0,194.0,22,4,01
93,410,2026-01-01 23:00:00,Jayanagar,Koramangala,11.53,1.0,223.0,23,4,01
94,577,2026-01-01 23:15:00,MG Road,Koramangala,11.98,1.0,230.0,23,4,01
95,291,2026-01-01 23:30:00,Koramangala,MG Road,11.46,1.0,222.0,23,4,01
96,502,2026-01-01 23:45:00,MG Road,Jayanagar,13.59,1.0,254.0,23,4,01
97,318,2026-01-02 00:00:00,Whitefield,Whitefield,20.73,1.5,541.0,00,5,01
98,144,2026-01-02 00:15:00,Jayanagar,Jayanagar,20.84,1.2,435.0,00,5,01
99,262,2026-01-02 00:30:00,Whitefield,Koramangala,20.36,1.2,426.0,00,5,01
100,302,2026-01-02 00:45:00,Jayanagar,Koramangala,4.33,1.0,115.0,00,5,01
101,546,2026-01-02 01:00:00,Jayanagar,MG Road,20.39,1.0,356.0,01,5,01
102,584,2026-01-02 01:15:00,MG Road,Indiranagar,4.77,1.0,122.0,01,5,01
103,370,2026-01-02 01:30:00,Whitefield,Koramangala,4.87,1.0,123.0,01,5,01
104,451,2026-01-02 01:45:00,Whitefield,Whitefield,23.8,1.2,488.0,01,5,01
105,404,2026-01-02 02:00:00,Koramangala,MG Road,20.85,1.0,363.0,02,5,01
106,371,2026-01-02 02:15:00,Whitefield,Indiranagar,14.71,1.5,406.0,02,5,01
107,556,2026-01-02 02:30:00,Koramangala,MG Road,22.12,1.5,573.0,02,5,01
108,562,2026-01-02 02:45:00,Indiranagar,Koramangala,24.76,1.0,421.0,02,5,01
109,315,2026-01-02 03:00:00,Indiranagar,Indiranagar,16.04,1.0,291.0,03,5,01
110,352,2026-01-02 03:15:00,Indiranagar,Jayanagar,16.1,1.5,437.0,03,5,01
111,290,2026-01-02 03:30:00,Whitefield,Indiranagar,19.35,1.2,408.0,03,5,01
112,396,2026-01-02 03:45:00,Whitefield,Whitefield,7.34,1.2,192.0,03,5,01
113,313,2026-01-02 04:00:00,Koramangala,Jayanagar,5.84,1.2,165.0,04,5,01
114,308,2026-01-02 04:15:00,Jayanagar,Jayanagar,19.47,1.0,342.0,04,5,01
115,337,2026-01-02 04:30:00,Koramangala,Whitefield,9.93,1.0,199.0,04,5,01
116,438,2026-01-02 04:45:00,Indiranagar,Jayanagar,5.11,1.0,127.0,04,5,01
117,467,2026-01-02 05:00:00,Koramangala,Koramangala,9.24,1.0,189.0,05,5,01
118,153,2026-01-02 05:15:00,Jayanagar,Indiranagar,10.25,1.0,204.0,05,5,01
119,380,2026-01-02 05:30:00,Whitefield,Indiranagar,24.2,1.0,413.0,05,5,01
120,510,2026-01-02 05:45:00,Koramangala,Whitefield,18.05,1.5,481.0,05,5,01
121,317,2026-01-02 06:00:00,Indiranagar,Koramangala,14.21,1.0,263.0,06,5,01
122,352,2026-01-02 06:15:00,Indiranagar,Jayanagar,24.28,1.0,414.0,06,5,01
123,288,2026-01-02 06:30:00,Whitefield,Indiranagar,22.77,1.0,392.0,06,5,01
124,480,2026-01-02 06:45:00,Koramangala,Indiranagar,13.78,1.0,257.0,06,5,01
125,593,2026-01-02 07:00:00,Jayanagar,Indiranagar,22.83,1.0,392.0,07,5,01
126,141,2026-01-02 07:15:00,Whitefield,Indiranagar,11.3,1.2,263.0,07,5,01
127,257,2026-01-02 07:30:00,Koramangala,MG Road,7.3,1.5,239.0,07,5,01
128,115,2026-01-02 07:45:00,MG Road,Whitefield,7.35,1.0,160.0,07,5,01
129,401,2026-01-02 08:00:00,Indiranagar,Jayanagar,17.23,1.0,308.0,08,5,01
130,165,2026-01-02 08:15:00,Jayanagar,Jayanagar,13.52,1.2,303.0,08,5,01
131,445,2026-01-02 08:30:00,Jayanagar,Whitefield,17.16,1.0,307.0,08,5,01
132,427,2026-01-02 08:45:00,Jayanagar,Koramangala,17.78,1.0,317.0,08,5,01
133,109,2026-01-02 09:00:00,Indiranagar,Whitefield,2.51,1.0,88.0,09,5,01
134,444,2026-01-02 09:15:00,Koramangala,Indiranagar,3.24,1.5,148.0,09,5,01
135,229,2026-01-02 09:30:00,Whitefield,Indiranagar,14.25,1.0,264.0,09,5,01
136,592,2026-01-02 09:45:00,Koramangala,Whitefield,6.39,1.5,219.0,09,5,01
137,236,2026-01-02 10:00:00,Whitefield,Whitefield,16.55,1.0,298.0,10,5,01
138,572,2026-01-02 10:15:00,Jayanagar,Jayanagar,14.7,1.0,270.0,10,5,01
139,163,2026-01-02 10:30:00,Koramangala,Jayanagar,15.47,1.2,338.0,10,5,01
140,239,2026-01-02 10:45:00,Jayanagar,MG Road,8.96,1.0,184.0,10,5,01
141,599,2026-01-02 11:00:00,MG Road,MG Road,16.72,1.0,301.0,11,5,01
142,181,2026-01-02 11:15:00,Jayanagar,Indiranagar,21.08,1.0,366.0,11,5,01
143,492,2026-01-02 11:30:00,Jayanagar,MG Road,24.96,1.0,424.0,11,5,01
144,263,2026-01-02 11:45:00,Whitefield,MG Road,21.28,1.0,369.0,11,5,01
145,519,2026-01-02 12:00:00,MG Road,Koramangala,14.82,1.2,327.0,12,5,01
146,389,2026-01-02 12:15:00,Jayanagar,Whitefield,6.45,1.2,176.0,12,5,01
147,479,2026-01-02 12:30:00,Jayanagar,Jayanagar,17.67,2.0,630.0,12,5,01
148,361,2026-01-02 12:45:00,MG Road,MG Road,23.57,1.2,484.0,12,5,01
149,590,2026-01-02 13:00:00,MG Road,Jayanagar,6.87,1.2,184.0,13,5,01
150,331,2026-01-02 13:15:00,Koramangala,MG Road,7.89,1.2,202.0,13,5,01
151,141,2026-01-02 13:30:00,Whitefield,MG Road,5.43,1.5,197.0,13,5,01
152,128,2026-01-02 13:45:00,MG Road,Indiranagar,18.94,1.0,334.0,13,5,01
153,235,2026-01-02 14:00:00,MG Road,Koramangala,11.35,1.0,220.0,14,5,01
154,301,2026-01-02 14:15:00,Indiranagar,Whitefield,3.44,1.2,122.0,14,5,01
155,428,2026-01-02 14:30:00,MG Road,Whitefield,22.12,1.0,382.0,14,5,01
156,368,2026-01-02 14:45:00,Whitefield,Indiranagar,14.83,1.5,409.0,14,5,01
157,518,2026-01-02 15:00:00,Jayanagar,Indiranagar,9.62,1.0,194.0,15,5,01
158,133,2026-01-02 15:15:00,Jayanagar,Whitefield,9.91,1.0,199.0,15,5,01
159,148,2026-01-02 15:30:00,Jayanagar,Whitefield,8.68,1.2,216.0,15,5,01
160,507,2026-01-02 15:45:00,Jayanagar,Koramangala,12.48,1.0,237.0,15,5,01
161,162,2026-01-02 16:00:00,Indiranagar,MG Road,9.75,2.0,392.0,16,5,01
162,316,2026-01-02 16:15:00,MG Road,Koramangala,14.6,2.0,538.0,16,5,01
163,393,2026-01-02 16:30:00,Jayanagar,Whitefield,19.79,1.2,416.0,16,5,01
164,199,2026-01-02 16:45:00,Koramangala,MG Road,17.51,1.0,313.0,16,5,01
165,272,2026-01-02 17:00:00,Jayanagar,Whitefield,8.77,1.0,182.0,17,5,01
166,460,2026-01-02 17:15:00,MG Road,Koramangala,14.16,1.0,262.0,17,5,01
167,314,2026-01-02 17:30:00,Jayanagar,Koramangala,21.32,1.5,555.0,17,5,01
168,575,2026-01-02 17:45:00,Indiranagar,Koramangala,3.57,1.0,104.0,17,5,01
169,135,2026-01-02 18:00:00,Whitefield,MG Road,3.8,1.0,107.0,18,5,01
170,549,2026-01-02 18:15:00,Whitefield,Jayanagar,14.79,1.0,272.0,18,5,01
171,327,2026-01-02 18:30:00,MG Road,Jayanagar,16.7,1.0,300.0,18,5,01
172,201,2026-01-02 18:45:00,Whitefield,Whitefield,6.86,1.5,229.0,18,5,01
173,531,2026-01-02 19:00:00,Whitefield,MG Road,19.14,1.0,337.0,19,5,01
174,562,2026-01-02 19:15:00,Koramangala,Indiranagar,16.86,1.0,303.0,19,5,01
175,231,2026-01-02 19:30:00,MG Road,Jayanagar,23.24,1.2,478.0,19,5,01
176,357,2026-01-02 19:45:00,MG Road,MG Road,5.89,1.5,208.0,19,5,01
177,105,2026-01-02 20:00:00,Whitefield,MG Road,19.28,1.5,509.0,20,5,01
178,318,2026-01-02 20:15:00,Whitefield,Jayanagar,3.92,1.2,131.0,20,5,01
179,355,2026-01-02 20:30:00,Whitefield,MG Road,15.0,1.0,275.0,20,5,01
180,498,2026-01-02 20:45:00,Indiranagar,MG Road,14.69,1.0,270.0,20,5,01
181,459,2026-01-02 21:00:00,Jayanagar,Jayanagar,10.93,2.0,428.0,21,5,01
182,383,2026-01-02 21:15:00,Indiranagar,Koramangala,21.43,2.0,743.0,21,5,01
183,493,2026-01-02 21:30:00,MG Road,Whitefield,2.1,1.2,98.0,21,5,01
184,307,2026-01-02 21:45:00,Koramangala,Indiranagar,13.96,1.2,311.0,21,5,01
185,115,2026-01-02 22:00:00,Jayanagar,Whitefield,6.99,2.0,310.0,22,5,01
186,446,2026-01-02 22:15:00,Koramangala,Koramangala,19.1,1.0,336.0,22,5,01
187,142,2026-01-02 22:30:00,MG Road,Koramangala,2.99,1.0,95.0,22,5,01
188,480,2026-01-02 22:45:00,MG Road,MG Road,21.13,1.2,440.0,22,5,01
189,561,2026-01-02 23:00:00,Koramangala,Whitefield,21.28,2.0,738.0,23,5,01
190,279,2026-01-02 23:15:00,Koramangala,Koramangala,21.16,1.2,441.0,23,5,01
191,163,2026-01-02 23:30:00,Koramangala,Whitefield,5.51,1.5,199.0,23,5,01
192,452,2026-01-02 23:45:00,MG Road,Koramangala,16.5,1.0,298.0,23,5,01
193,331,2026-01-03 00:00:00,Whitefield,Indiranagar,2.33,1.0,85.0,00,6,01
194,341,2026-01-03 00:15:00,Koramangala,Koramangala,21.5,1.0,372.0,00,6,01
195,152,2026-01-03 00:30:00,Jayanagar,Whitefield,18.63,2.0,659.0,00,6,01
196,196,2026-01-03 00:45:00,MG Road,MG Road,14.22,1.0,263.0,00,6,01
197,488,2026-01-03 01:00:00,Indiranagar,Whitefield,18.8,1.0,332.0,01,6,01
198,322,2026-01-03 01:15:00,Indiranagar,Jayanagar,4.17,2.0,225.0,01,6,01
199,585,2026-01-03 01:30:00,Jayanagar,Whitefield,14.16,1.0,262.0,01,6,01
200,507,2026-01-03 01:45:00,Whitefield,Indiranagar,8.7,1.5,271.0,01,6,01
201,331,2026-01-03 02:00:00,Koramangala,Indiranagar,24.37,1.0,416.0,02,6,01
202,337,2026-01-03 02:15:00,MG Road,Indiranagar,21.71,1.0,376.0,02,6,01
203,243,2026-01-03 02:30:00,Koramangala,Koramangala,18.87,1.2,400.0,02,6,01
204,271,2026-01-03 02:45:00,MG Road,Indiranagar,23.48,2.0,804.0,02,6,01
205,129,2026-01-03 03:00:00,Indiranagar,Whitefield,9.98,1.0,200.0,03,6,01
206,136,2026-01-03 03:15:00,Koramangala,MG Road,22.72,1.5,586.0,03,6,01
207,113,2026-01-03 03:30:00,Jayanagar,Indiranagar,9.48,1.0,192.0,03,6,01
208,260,2026-01-03 03:45:00,Whitefield,Whitefield,18.85,1.0,333.0,03,6,01
209,427,2026-01-03 04:00:00,Jayanagar,Koramangala,18.94,1.0,334.0,04,6,01
210,287,2026-01-03 04:15:00,Whitefield,Koramangala,2.42,1.5,129.0,04,6,01
211,343,2026-01-03 04:30:00,Koramangala,MG Road,10.3,1.0,204.0,04,6,01
212,186,2026-01-03 04:45:00,Koramangala,MG Road,2.45,1.0,87.0,04,6,01
213,384,2026-01-03 05:00:00,Whitefield,Whitefield,24.93,1.5,636.0,05,6,01
214,166,2026-01-03 05:15:00,Indiranagar,MG Road,4.81,1.0,122.0,05,6,01
215,270,2026-01-03 05:30:00,MG Road,MG Road,14.48,1.0,267.0,05,6,01
216,145,2026-01-03 05:45:00,Jayanagar,Koramangala,20.18,1.0,353.0,05,6,01
217,162,2026-01-03 06:00:00,Jayanagar,Whitefield,6.63,1.2,179.0,06,6,01
218,541,2026-01-03 06:15:00,Jayanagar,MG Road,13.16,1.0,247.0,06,6,01
219,234,2026-01-03 06:30:00,Koramangala,Whitefield,15.97,1.5,434.0,06,6,01
220,384,2026-01-03 06:45:00,Jayanagar,Indiranagar,5.68,1.0,135.0,06,6,01
221,128,2026-01-03 07:00:00,MG Road,Koramangala,19.91,1.0,349.0,07,6,01
222,208,2026-01-03 07:15:00,MG Road,Koramangala,8.88,1.5,275.0,07,6,01
223,144,2026-01-03 07:30:00,Whitefield,Koramangala,6.85,1.0,153.0,07,6,01
224,440,2026-01-03 07:45:00,Koramangala,Jayanagar,14.84,1.5,409.0,07,6,01
225,386,2026-01-03 08:00:00,MG Road,Whitefield,11.44,1.0,222.0,08,6,01
226,546,2026-01-03 08:15:00,Indiranagar,Indiranagar,23.17,1.0,398.0,08,6,01
227,431,2026-01-03 08:30:00,Koramangala,MG Road,22.24,1.0,384.0,08,6,01
228,228,2026-01-03 08:45:00,Koramangala,Indiranagar,13.12,1.0,247.0,08,6,01
229,448,2026-01-03 09:00:00,MG Road,Whitefield,10.26,1.0,204.0,09,6,01
230,573,2026-01-03 09:15:00,Indiranagar,Koramangala,9.49,1.0,192.0,09,6,01
231,331,2026-01-03 09:30:00,Whitefield,Jayanagar,8.15,1.0,172.0,09,6,01
232,290,2026-01-03 09:45:00,MG Road,Whitefield,14.52,1.0,268.0,09,6,01
233,325,2026-01-03 10:00:00,Indiranagar,Whitefield,20.51,1.0,358.0,10,6,01
234,485,2026-01-03 10:15:00,Koramangala,MG Road,9.15,1.0,187.0,10,6,01
235,477,2026-01-03 10:30:00,Indiranagar,Indiranagar,6.37,1.0,146.0,10,6,01
236,383,2026-01-03 10:45:00,Koramangala,Indiranagar,12.94,1.0,244.0,10,6,01
237,546,2026-01-03 11:00:00,MG Road,MG Road,3.59,1.0,104.0,11,6,01
238,221,2026-01-03 11:15:00,MG Road,Jayanagar,18.13,1.2,386.0,11,6,01
239,216,2026-01-03 11:30:00,Jayanagar,Koramangala,13.92,1.2,311.0,11,6,01
240,561,2026-01-03 11:45:00,Jayanagar,Koramangala,13.42,1.0,251.0,11,6,01
241,333,2026-01-03 12:00:00,Jayanagar,Jayanagar,8.91,1.0,184.0,12,6,01
242,359,2026-01-03 12:15:00,MG Road,MG Road,22.81,1.0,392.0,12,6,01
243,459,2026-01-03 12:30:00,Whitefield,Whitefield,4.08,1.5,167.0,12,6,01
244,298,2026-01-03 12:45:00,MG Road,Indiranagar,22.01,1.0,380.0,12,6,01
245,556,2026-01-03 13:00:00,Indiranagar,Whitefield,10.66,1.0,210.0,13,6,01
246,511,2026-01-03 13:15:00,MG Road,Indiranagar,22.25,1.0,384.0,13,6,01
247,237,2026-01-03 13:30:00,MG Road,Whitefield,18.76,1.5,497.0,13,6,01
248,418,2026-01-03 13:45:00,Koramangala,MG Road,4.4,1.2,139.0,13,6,01
249,265,2026-01-03 14:00:00,Koramangala,MG Road,21.13,1.0,367.0,14,6,01
250,325,2026-01-03 14:15:00,Koramangala,Jayanagar,17.69,1.0,315.0,14,6,01
251,407,2026-01-03 14:30:00,MG Road,Whitefield,2.74,1.5,137.0,14,6,01
252,334,2026-01-03 14:45:00,Whitefield,Whitefield,5.08,1.0,126.0,14,6,01
253,272,2026-01-03 15:00:00,Indiranagar,Jayanagar,16.62,1.0,299.0,15,6,01
254,252,2026-01-03 15:15:00,Indiranagar,Jayanagar,17.24,1.2,370.0,15,6,01
255,563,2026-01-03 15:30:00,Whitefield,MG Road,19.17,1.0,338.0,15,6,01
256,415,2026-01-03 15:45:00,Whitefield,MG Road,18.57,1.0,329.0,15,6,01
257,474,2026-01-03 16:00:00,Indiranagar,Whitefield,17.17,1.0,308.0,16,6,01
258,260,2026-01-03 16:15:00,Jayanagar,MG Road,19.62,1.5,516.0,16,6,01
259,196,2026-01-03 16:30:00,Koramangala,MG Road,15.23,1.0,278.0,16,6,01
260,572,2026-01-03 16:45:00,Koramangala,Whitefield,8.0,1.5,255.0,16,6,01
261,333,2026-01-03 17:00:00,Indiranagar,Jayanagar,22.98,1.0,395.0,17,6,01
262,280,2026-01-03 17:15:00,Whitefield,Whitefield,2.42,1.5,129.0,17,6,01
263,213,2026-01-03 17:30:00,Jayanagar,Koramangala,10.43,1.5,310.0,17,6,01
264,418,2026-01-03 17:45:00,Indiranagar,Whitefield,18.76,1.0,331.0,17,6,01
265,597,2026-01-03 18:00:00,Koramangala,Koramangala,11.82,1.0,227.0,18,6,01
266,542,2026-01-03 18:15:00,MG Road,Whitefield,2.57,1.2,106.0,18,6,01
267,152,2026-01-03 18:30:00,Whitefield,Koramangala,3.52,1.2,123.0,18,6,01
268,368,2026-01-03 18:45:00,MG Road,Koramangala,16.92,1.0,304.0,18,6,01
269,395,2026-01-03 19:00:00,Indiranagar,Whitefield,24.19,1.5,619.0,19,6,01
270,486,2026-01-03 19:15:00,Koramangala,MG Road,14.69,1.0,270.0,19,6,01
271,487,2026-01-03 19:30:00,Jayanagar,Indiranagar,13.66,1.0,255.0,19,6,01
272,213,2026-01-03 19:45:00,MG Road,MG Road,9.32,1.2,228.0,19,6,01
273,201,2026-01-03 20:00:00,Jayanagar,Koramangala,7.9,1.0,168.0,20,6,01
274,213,2026-01-03 20:15:00,Koramangala,Whitefield,2.48,1.0,87.0,20,6,01
275,540,2026-01-03 20:30:00,MG Road,Whitefield,8.28,2.0,348.0,20,6,01
276,181,2026-01-03 20:45:00,Jayanagar,Whitefield,12.33,1.2,282.0,20,6,01
277,287,2026-01-03 21:00:00,Jayanagar,Whitefield,6.55,1.5,222.0,21,6,01
278,213,2026-01-03 21:15:00,MG Road,Indiranagar,4.01,1.2,132.0,21,6,01
279,102,2026-01-03 21:30:00,Koramangala,Jayanagar,18.51,1.2,393.0,21,6,01
280,230,2026-01-03 21:45:00,Jayanagar,Koramangala,22.58,1.0,389.0,21,6,01
281,320,2026-01-03 22:00:00,Indiranagar,Indiranagar,23.55,1.0,403.0,22,6,01
282,154,2026-01-03 22:15:00,MG Road,MG Road,16.21,1.0,293.0,22,6,01
283,443,2026-01-03 22:30:00,Whitefield,Jayanagar,3.21,1.0,98.0,22,6,01
284,585,2026-01-03 22:45:00,Whitefield,Jayanagar,19.04,2.0,671.0,22,6,01
285,324,2026-01-03 23:00:00,Koramangala,Whitefield,4.53,1.0,118.0,23,6,01
286,325,2026-01-03 23:15:00,Indiranagar,Indiranagar,17.4,1.0,311.0,23,6,01
287,485,2026-01-03 23:30:00,Jayanagar,MG Road,19.93,1.2,419.0,23,6,01
288,503,2026-01-03 23:45:00,Whitefield,Whitefield,18.69,1.0,330.0,23,6,01
289,226,2026-01-04 00:00:00,Koramangala,Whitefield,23.89,1.0,408.0,00,0,01
290,230,2026-01-04 00:15:00,Indiranagar,Koramangala,18.98,1.0,335.0,00,0,01
291,153,2026-01-04 00:30:00,Indiranagar,Jayanagar,17.94,1.5,479.0,00,0,01
292,272,2026-01-04 00:45:00,Koramangala,MG Road,8.02,1.0,170.0,00,0,01
293,318,2026-01-04 01:00:00,Koramangala,Jayanagar,23.27,1.0,399.0,01,0,01
